"Geslacht";"Leeftijd";"Burgerlijke staat";"Perioden";"Regio's";"Bevolking op 1 januari (aantal)"
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Beek en Donk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Beekdaelen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Beekdaelen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Beekdaelen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Beekdaelen";35727
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Beekdaelen";35938
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Beemster";7635
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Beemster";8412
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Beemster";8524
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Beemster";9748
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Beemster";10022
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Beers";3103
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Beers";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Beers";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Beers";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Beers";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Beerta";3058
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Beerta";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Beerta";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Beerta";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Beerta";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Beesel";12444
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Beesel";13158
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Beesel";13401
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Beesel";13519
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Beesel";13482
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Beilen";13832
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Beilen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Beilen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Beilen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Beilen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Belfeld";5123
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Belfeld";5408
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Belfeld";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Belfeld";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Belfeld";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Bellingwedde";9461
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Bellingwedde";9549
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Bellingwedde";9694
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Bellingwedde";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Bellingwedde";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Bemmel";15742
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Bemmel";17715
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Bemmel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Bemmel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Bemmel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Bennebroek";5615
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Bennebroek";5108
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Bennebroek";5145
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Bennebroek";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Bennebroek";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Benschop";3166
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Benschop";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Benschop";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Benschop";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Benschop";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Benthuizen";3621
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Benthuizen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Benthuizen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Benthuizen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Benthuizen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Berg en Dal";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Berg en Dal";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Berg en Dal";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Berg en Dal";34798
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Berg en Dal";34992
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Bergambacht";9066
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Bergambacht";9209
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Bergambacht";9269
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Bergambacht";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Bergambacht";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Bergeijk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Bergeijk";17906
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Bergeijk";18100
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Bergeijk";18491
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Bergeijk";18635
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Bergen (L.)";12874
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Bergen (L.)";13362
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Bergen (L.)";13576
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Bergen (L.)";13140
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Bergen (L.)";13085
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Bergen (NH.)";14096
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Bergen (NH.)";13736
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Bergen (NH.)";31694
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Bergen (NH.)";29974
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Bergen (NH.)";29839
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Bergen op Zoom";46609
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Bergen op Zoom";65104
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Bergen op Zoom";66298
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Bergen op Zoom";66811
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Bergen op Zoom";67496
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Bergeyk";9970
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Bergeyk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Bergeyk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Bergeyk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Bergeyk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Bergh";17510
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Bergh";18362
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Bergh";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Bergh";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Bergh";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Berghem";5552
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Berghem";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Berghem";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Berghem";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Berghem";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Bergschenhoek";7583
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Bergschenhoek";12540
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Bergschenhoek";16181
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Bergschenhoek";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Bergschenhoek";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Berkel en Rodenrijs";15575
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Berkel en Rodenrijs";16879
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Berkel en Rodenrijs";18083
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Berkel en Rodenrijs";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Berkel en Rodenrijs";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Berkel-Enschot";10429
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Berkel-Enschot";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Berkel-Enschot";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Berkel-Enschot";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Berkel-Enschot";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Berkelland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Berkelland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Berkelland";45227
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Berkelland";43904
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Berkelland";43747
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Berlicum";8656
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Berlicum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Berlicum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Berlicum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Berlicum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Bernheze";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Bernheze";28579
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Bernheze";29216
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Bernheze";30806
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Bernheze";31240
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Bernisse";12339
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Bernisse";12754
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Bernisse";12650
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Bernisse";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Bernisse";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Best";21338
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Best";25944
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Best";28925
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Best";29821
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Best";29988
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Beuningen";20883
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Beuningen";25422
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Beuningen";25291
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Beuningen";25882
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Beuningen";25890
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Beverwijk";34944
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Beverwijk";35802
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Beverwijk";36860
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Beverwijk";41176
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Beverwijk";41626
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Bierum";4298
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Bierum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Bierum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Bierum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Bierum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"het Bildt";10020
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"het Bildt";10167
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"het Bildt";10968
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"het Bildt";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"het Bildt";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"De Bilt";31781
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"De Bilt";32662
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"De Bilt";42195
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"De Bilt";42824
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"De Bilt";43137
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Binnenmaas";18601
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Binnenmaas";19080
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Binnenmaas";19481
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Binnenmaas";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Binnenmaas";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Bladel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Bladel";18997
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Bladel";19135
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Bladel";20175
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Bladel";20390
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Bladel en Netersel";9829
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Bladel en Netersel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Bladel en Netersel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Bladel en Netersel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Bladel en Netersel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Blaricum";10948
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Blaricum";9525
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Blaricum";9179
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Blaricum";11202
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Blaricum";11540
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Bleiswijk";8881
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Bleiswijk";10153
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Bleiswijk";10317
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Bleiswijk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Bleiswijk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Bloemendaal";17378
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Bloemendaal";16716
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Bloemendaal";17005
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Bloemendaal";23410
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Bloemendaal";23571
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Boarnsterhim";17687
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Boarnsterhim";18265
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Boarnsterhim";19227
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Boarnsterhim";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Boarnsterhim";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Bodegraven";18030
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Bodegraven";19571
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Bodegraven";19415
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Bodegraven";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Bodegraven";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Bodegraven-Reeuwijk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Bodegraven-Reeuwijk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Bodegraven-Reeuwijk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Bodegraven-Reeuwijk";34462
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Bodegraven-Reeuwijk";34872
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Boekel";8539
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Boekel";9184
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Boekel";9412
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Boekel";10588
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Boekel";10785
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Ten Boer";6788
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Ten Boer";7233
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Ten Boer";7199
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Ten Boer";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Ten Boer";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Bolsward";9850
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Bolsward";9261
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Bolsward";9412
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Bolsward";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Bolsward";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Borculo";10073
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Borculo";10379
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Borculo";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Borculo";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Borculo";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Borger";12583
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Borger";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Borger";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Borger";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Borger";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Borger-Odoorn";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Borger-Odoorn";26201
